no,minute,exp,match_id,leagueid,data_year
308625,5,954.0,6111420226,13393,2021
279926,43,-24943.0,6083687107,13194,2021
303506,40,4737.0,6106179738,13268,2021
348612,1,-48.0,6149767196,13442,2021
302010,12,-2045.0,6104974410,13330,2021
331923,15,2931.0,6131474479,13409,2021
283349,8,-1299.0,6088087980,13268,2021
348332,5,226.0,6149120811,13404,2021
296660,20,-8645.0,6099645559,13286,2021
320283,9,-304.0,6124169600,13404,2021
317295,33,16661.0,6121456750,13379,2021
311135,14,-5307.0,6113817950,13379,2021
300334,6,253.0,6102988205,13330,2021
268400,27,22434.0,6071984808,13256,2021
274333,17,-1736.0,6078690849,12504,2021
296130,10,2204.0,6098977802,13268,2021
320482,5,1973.0,6124200613,13404,2021
254463,30,16164.0,6055787041,13256,2021
351954,9,439.0,6154210442,13442,2021
313772,14,-8492.0,6116911384,13268,2021
287355,9,-1351.0,6091760753,13348,2021
308083,10,803.0,6110488684,13301,2021
340138,26,-9098.0,6139471400,13379,2021
307790,18,-14285.0,6110364286,13342,2021
263053,30,-7032.0,6067481645,13256,2021
331203,2,312.0,6130997944,13409,2021
295427,13,-1136.0,6098472873,13268,2021
269383,12,305.0,6073543258,13268,2021
331775,2,46.0,6131456594,13431,2021
313672,6,-868.0,6116844085,13268,2021
278450,9,-2146.0,6081979305,13268,2021
315133,15,2901.0,6118819596,13393,2021
334365,25,2825.0,6133050474,13409,2021
328337,4,-298.0,6128763601,13431,2021
349800,47,2800.0,6151068825,13456,2021
292812,2,-1.0,6095856326,13194,2021
258779,13,-2465.0,6061204409,12325,2021
268383,10,2189.0,6071984808,13256,2021
342905,19,-6436.0,6143967921,13442,2021
344521,2,205.0,6145429738,13456,2021
271656,32,3858.0,6076751067,13268,2021
300995,27,13692.0,6103580521,13268,2021
343290,11,-1529.0,6144409134,13442,2021
255574,7,791.0,6056749425,13256,2021
276784,7,2207.0,6080273563,13268,2021
318065,25,16893.0,6122383867,13379,2021
336354,5,-7.0,6134630266,13286,2021
253984,4,449.0,6055285271,13256,2021
278154,22,7893.0,6081882564,13194,2021
283747,27,-10458.0,6088893602,11912,2021
278142,10,2934.0,6081882564,13194,2021
296074,1,0.0,6098912685,13321,2021
319021,19,-7880.0,6123916411,13409,2021
270576,36,-11880.0,6074981741,13268,2021
289428,18,8080.0,6093626546,13301,2021
316633,13,-1357.0,6120872877,13342,2021
309754,11,-1421.0,6112518763,13379,2021
274070,7,-212.0,6078576105,13256,2021
272502,24,-11238.0,6077246390,13268,2021
272384,15,-5685.0,6077183859,13256,2021
322671,17,-11861.0,6125812261,13404,2021
254282,2,362.0,6055590828,13256,2021
323235,37,-30029.0,6125847511,13404,2021
324507,38,-7704.0,6126239492,13379,2021
285447,2,141.0,6090224734,11912,2021
280996,29,-48.0,6084868963,13320,2021
346772,8,-2476.0,6147839739,13409,2021
310814,16,6602.0,6113492524,13286,2021
344677,7,122.0,6145563784,13404,2021
336732,14,1179.0,6134856899,13379,2021
303649,31,-10254.0,6106257662,13194,2021
339076,28,16247.0,6137794642,13403,2021
293387,16,-4814.0,6096555930,11912,2021
261538,5,798.0,6066006419,13256,2021
296853,24,-1645.0,6099727765,13286,2021
259333,46,-22394.0,6062674850,11912,2021
342150,23,0.0,6143408149,13442,2021
295659,28,1710.0,6098585677,13320,2021
315752,15,0.0,6119571577,13379,2021
266840,25,13479.0,6070586606,13319,2021
320983,12,964.0,6124318998,13403,2021
352436,13,808.0,6154881115,13404,2021
271702,31,7397.0,6076798231,13325,2021
263460,19,-10759.0,6067657925,13256,2021
321961,9,-452.0,6125177847,13409,2021
266644,40,-26721.0,6070459198,13256,2021
297966,34,18308.0,6100250498,13268,2021
343677,27,3613.0,6145007308,13431,2021
330244,27,5839.0,6130122053,13431,2021
337467,11,-107.0,6135990656,13342,2021
286799,14,98.0,6090944702,13330,2021
309958,18,2199.0,6112678932,13393,2021
269988,29,23995.0,6074284731,12504,2021
328412,9,629.0,6128829322,13431,2021
271545,35,4741.0,6076477688,13268,2021
315385,4,282.0,6119367685,13286,2021
328562,7,1429.0,6128962318,13379,2021
325481,14,-726.0,6127114359,13403,2021
346125,12,1974.0,6147149348,13404,2021
339384,31,5995.0,6138031258,13442,2021
324506,37,-3979.0,6126239492,13379,2021
257858,26,12442.0,6059549089,13194,2021
347376,17,-6448.0,6148402440,13456,2021
278275,5,559.0,6081893331,13194,2021
330050,16,5021.0,6130072337,13378,2021
278776,8,29.0,6082387194,13268,2021
326863,33,-12458.0,6127915207,13404,2021
346454,30,18784.0,6147519229,13442,2021
328226,22,4943.0,6128732964,13379,2021
260344,23,349.0,6064452804,12325,2021
264928,17,1965.0,6068828802,13256,2021
281255,19,2408.0,6084985453,13268,2021
349797,44,4768.0,6151068825,13456,2021
317634,35,-12444.0,6121882457,13379,2021
276136,18,-42.0,6079703861,13325,2021
343276,29,17838.0,6144399988,13409,2021
267377,13,2337.0,6070810843,12504,2021
322030,12,-1376.0,6125464683,13342,2021
302182,22,14881.0,6105169674,13268,2021
308258,14,-3784.0,6110965340,13268,2021
278244,15,-803.0,6081890096,13256,2021
322591,26,1396.0,6125780925,13403,2021
267834,4,294.0,6070994118,13194,2021
350645,24,4586.0,6152575918,13442,2021
279000,12,1571.0,6082621934,13268,2021
317827,22,-15562.0,6122187472,13286,2021
307019,22,-7529.0,6109666791,13379,2021
274805,28,10520.0,6078852102,13268,2021
273631,47,-7983.0,6078141185,13256,2021
286588,25,-13118.0,6090828332,13320,2021
332137,33,34268.0,6131532287,13431,2021
319606,15,-9476.0,6124110926,13404,2021
331926,18,-2249.0,6131474479,13409,2021
268977,2,-82.0,6072589070,13194,2021
278036,34,7983.0,6081805157,13256,2021
353015,32,-261.0,6155563630,13456,2021
272027,29,-855.0,6077029013,13325,2021
269729,15,4373.0,6074149218,12504,2021
289177,6,1029.0,6092876156,13268,2021
258274,28,3664.0,6060390544,13268,2021
253946,26,-11783.0,6055237921,13256,2021
306877,11,7187.0,6109527034,13268,2021
291149,9,-644.0,6094788524,13268,2021
267504,56,17023.0,6070834296,13256,2021
328781,6,-160.0,6129146781,13404,2021
276721,23,-19468.0,6080209076,13268,2021
299529,12,5185.0,6102373065,13301,2021
304820,29,3684.0,6107401103,13335,2021
294006,30,-2752.0,6097025778,13330,2021
318029,12,-4175.0,6122362811,13286,2021
255871,10,2059.0,6057031059,13256,2021
352506,4,223.0,6154942514,13446,2021
349468,31,24549.0,6150472739,13404,2021
276389,8,-378.0,6080048932,13256,2021
263739,33,0.0,6067801802,12325,2021
326881,51,-22131.0,6127915207,13404,2021
322643,16,7649.0,6125811249,13404,2021
287504,34,2945.0,6091955753,13335,2021
335019,8,-1047.0,6133256006,13403,2021
267640,9,0.0,6070907734,13194,2021
314983,56,7653.0,6118240326,13286,2021
308966,25,-378.0,6111828478,13342,2021
299533,16,11754.0,6102373065,13301,2021
450039,16,2263.0,6250967782,13442,2021
376476,29,-7974.0,6176538594,13498,2021
385706,26,19731.0,6184257013,13507,2021
441047,8,936.0,6240262794,13581,2021
367106,21,-13059.0,6170224666,13478,2021
445576,7,-131.0,6246790253,13499,2021
438122,31,-21986.0,6235318536,13537,2021
447141,13,-395.0,6248338802,13581,2021
453400,31,-16405.0,6254297257,13442,2021
435300,35,4924.0,6230776015,13442,2021
396492,15,3151.0,6193882211,13498,2021
425037,61,20234.0,6216900378,13442,2021
408068,16,-8633.0,6203395260,13442,2021
445119,2,97.0,6246541346,13581,2021
355013,13,-3732.0,6158268464,13446,2021
412261,29,-2443.0,6207682925,13442,2021
375860,22,3551.0,6176144730,13442,2021
386670,20,-8060.0,6184974376,13498,2021
400804,20,12219.0,6197578225,13442,2021
444971,13,1791.0,6245939242,13442,2021
397841,22,14048.0,6195463063,13442,2021
384812,16,-6767.0,6183625882,13498,2021
377955,8,780.0,6177681275,13498,2021
365732,16,4562.0,6169342597,13503,2021
364207,3,-226.0,6168596262,13371,2021
394836,12,250.0,6192503861,13498,2021
429329,15,5512.0,6222158388,13540,2021
384301,11,-53.0,6183126547,13442,2021
439483,22,-6672.0,6236977124,13442,2021
414474,20,-6900.0,6210460655,13379,2021
376309,26,4998.0,6176484679,13442,2021
366593,27,-9450.0,6170023984,13478,2021
385870,22,-10025.0,6184318984,13442,2021
394594,24,11812.0,6192430188,13442,2021
421690,8,-1204.0,6215020578,13256,2021
360366,20,-2946.0,6164354155,13456,2021
354356,38,4567.0,6157433167,13404,2021
364179,10,1679.0,6168591527,13478,2021
420760,13,2836.0,6214221942,13256,2021
379677,13,3991.0,6179521197,13442,2021
438971,36,10047.0,6236488378,13442,2021
450572,25,-5236.0,6251453228,13528,2021
395325,4,395.0,6192996455,13540,2021
384296,6,152.0,6183126547,13442,2021
428666,22,4660.0,6221203314,13256,2021
452824,24,13739.0,6253975423,13659,2021
421054,33,-21709.0,6214380773,13442,2021
390118,4,-103.0,6188463803,13371,2021
386515,17,-7462.0,6184899347,13442,2021
369691,23,-9041.0,6171868171,13442,2021
394603,1,100.0,6192433116,13442,2021
380177,23,309.0,6180033156,13498,2021
381979,34,-5095.0,6181408395,13498,2021
362118,30,-21176.0,6166205179,13456,2021
410367,16,-15021.0,6205792033,13443,2021
429450,58,12885.0,6222256714,13256,2021
408378,1,0.0,6203833938,13430,2021
374085,26,-10268.0,6174757316,13442,2021
432087,26,13191.0,6225165590,13442,2021
453624,24,6997.0,6254407301,13442,2021
368778,6,148.0,6171251767,13430,2021
432168,30,-4849.0,6225233668,13256,2021
357092,22,15862.0,6160803323,13442,2021
366370,37,16173.0,6169781578,13446,2021
453746,37,13176.0,6254529097,13442,2021
418638,25,6883.0,6213155110,13256,2021
418725,32,3612.0,6213340814,13598,2021
435183,22,-11399.0,6230623551,13442,2021
361910,16,0.0,6166073919,13442,2021
445475,29,10449.0,6246743350,13442,2021
377750,7,619.0,6177500738,13379,2021
409101,16,3926.0,6204449976,13379,2021
444092,23,-9848.0,6245069957,13442,2021
443651,38,-10303.0,6244224524,13528,2021
361554,5,407.0,6165899389,13478,2021
431633,17,-8958.0,6224739110,13540,2021
393493,4,-87.0,6191805965,13442,2021
408559,42,-2870.0,6203933067,13430,2021
423488,18,-510.0,6215991277,13598,2021
406167,31,-5814.0,6201916426,13442,2021
415639,10,-690.0,6211848561,13442,2021
447776,44,-27664.0,6248575191,13442,2021
363332,42,-51772.0,6167639541,13442,2021
450134,13,-2129.0,6251075988,13442,2021
377135,18,-6605.0,6177159194,13478,2021
404066,40,-38450.0,6200464545,13379,2021
354648,15,-6676.0,6157810302,13404,2021
375813,24,-1416.0,6176134403,13379,2021
372076,3,-529.0,6173434358,13442,2021
453212,27,-9479.0,6254170330,13442,2021
406456,36,5053.0,6202234798,11912,2021
448879,34,-10817.0,6249457524,13443,2021
430974,25,5518.0,6223618165,13442,2021
435850,9,3003.0,6232141732,13442,2021
356326,1,0.0,6160081364,13478,2021
446550,9,1190.0,6248162967,13647,2021
401484,15,409.0,6198404338,11912,2021
444339,8,1796.0,6245271789,13442,2021
417567,22,6161.0,6212832858,13256,2021
405690,28,23800.0,6201558129,13442,2021
366573,7,103.0,6170023984,13478,2021
363734,24,-15784.0,6168115590,13442,2021
449711,26,14860.0,6250656615,13442,2021
409024,1,0.0,6204429339,13442,2021
388497,19,1848.0,6186460409,13498,2021
377843,10,-32.0,6177599751,13379,2021
389928,3,-190.0,6188254991,13498,2021
394247,24,6098.0,6192337048,13442,2021
397279,6,607.0,6194556483,13442,2021
423029,14,-2274.0,6215547680,13256,2021
423867,22,-330.0,6216349235,13540,2021
403414,13,-3092.0,6200096693,13442,2021
399343,6,859.0,6196825919,13498,2021
423057,8,-946.0,6215594590,13256,2021
368784,12,-1766.0,6171251767,13430,2021
431274,34,-22560.0,6223877657,13256,2021
384788,33,8943.0,6183575910,13498,2021
449863,14,1882.0,6250818006,13442,2021
431632,16,-6680.0,6224739110,13540,2021
403636,12,2499.0,6200164699,13442,2021
400757,16,-3309.0,6197574388,13552,2021
416335,28,7013.0,6212507688,13442,2021
373516,31,5844.0,6174312650,13430,2021
450881,35,16356.0,6251629655,13528,2021
453540,23,-16922.0,6254377653,13442,2021
443187,16,1570.0,6243476933,13442,2021
408441,11,-310.0,6203850854,13430,2021
409750,1,0.0,6205214380,13540,2021
384578,29,-10328.0,6183398884,13442,2021
395508,18,-7610.0,6193098414,13379,2021
427057,31,7995.0,6219523891,13442,2021
432860,12,-1133.0,6225800416,13442,2021
414723,1,-24.0,6211190049,13442,2021
446978,27,-3191.0,6248280151,13581,2021
451815,2,-13.0,6252646477,13659,2021
448948,28,9697.0,6249605284,13443,2021
354505,30,-10686.0,6157590285,13456,2021
408625,27,-4998.0,6204004751,13379,2021
379926,43,-10894.0,6179890934,13430,2021
403506,43,-4358.0,6200126230,13430,2021
448612,17,6623.0,6248971600,13659,2021
402010,30,-10339.0,6198843049,13442,2021
431923,28,12875.0,6225051773,13256,2021
383349,7,1224.0,6182347178,13498,2021
448332,27,0.0,6248774878,13647,2021
396660,20,15859.0,6194166347,13540,2021
420283,14,-1528.0,6214090492,13442,2021
417295,9,-1318.0,6212747363,13256,2021
411135,8,2652.0,6206367091,13442,2021
400334,12,-1097.0,6197365570,13552,2021
368400,40,0.0,6171057690,13498,2021
374333,30,12536.0,6174934359,13498,2021
396130,27,-6822.0,6193678695,13498,2021
420482,27,-6759.0,6214131970,13256,2021
354463,14,531.0,6157578885,13442,2021
451954,29,3755.0,6252791952,13442,2021
413772,8,-2563.0,6209256242,13442,2021
387355,1,-150.0,6185515982,13442,2021
408083,3,-414.0,6203434138,11912,2021
440138,33,-19894.0,6238436394,13442,2021
407790,7,664.0,6203248659,13442,2021
363053,19,6312.0,6167372784,13478,2021
431203,13,6455.0,6223801612,13442,2021
395427,20,-17040.0,6193027634,13442,2021
369383,8,-1352.0,6171624395,13503,2021
431775,26,-23638.0,6224887726,13596,2021
413672,15,-6219.0,6209213508,13379,2021
378450,30,-5361.0,6178262062,13446,2021
415133,29,17610.0,6211508273,13442,2021
434365,40,26916.0,6228712238,13442,2021
428337,44,-32326.0,6220880632,13442,2021
449800,43,2380.0,6250692039,13659,2021
392812,18,-2568.0,6191035627,13498,2021
358779,31,12217.0,6162996397,13478,2021
368383,23,0.0,6171057690,13498,2021
442905,1,0.0,6243262911,13581,2021
444521,5,108.0,6245524604,13442,2021
371656,15,-3087.0,6173087585,13442,2021
400995,28,7605.0,6197750424,13379,2021
443290,4,772.0,6243563202,13442,2021
355574,21,9347.0,6158849771,13442,2021
376784,34,-7357.0,6176764482,13498,2021
418065,19,4788.0,6212956661,13587,2021
436354,44,1558.0,6233314595,13442,2021
353984,28,3796.0,6156880445,13371,2021
378154,12,908.0,6178016534,13379,2021
383747,22,1503.0,6182622148,13430,2021
378142,42,-35122.0,6177926178,13379,2021
396074,13,-216.0,6193654611,13442,2021
419021,44,-12426.0,6213674858,13256,2021
370576,21,7776.0,6172462182,13446,2021
389428,5,-190.0,6187661222,13498,2021
416633,34,10461.0,6212554150,13256,2021
409754,5,63.0,6205214380,13540,2021
374070,11,-260.0,6174757316,13442,2021
372502,22,13196.0,6173646444,13498,2021
372384,11,1044.0,6173596491,13498,2021
422671,7,-177.0,6215413370,13256,2021
354282,34,-42870.0,6157353820,13442,2021
423235,4,17.0,6215656336,13256,2021
424507,4,66.0,6216713037,13256,2021
385447,21,-5296.0,6184145147,13498,2021
380996,39,-20410.0,6180638985,13442,2021
446772,23,9330.0,6248173864,13647,2021
410814,20,4113.0,6206123793,13442,2021
444677,23,1609.0,6245668158,13442,2021
436732,14,6679.0,6233683802,13537,2021
403649,25,-644.0,6200164699,13442,2021
439076,38,2056.0,6236582377,13442,2021
393387,17,-5940.0,6191730863,13498,2021
361538,28,-311.0,6165809586,13478,2021
396853,18,-7491.0,6194234135,13442,2021
359333,29,6319.0,6163580406,13442,2021
442150,7,2047.0,6241822453,13581,2021
395659,14,458.0,6193191463,13379,2021
415752,38,-26116.0,6211883716,13443,2021
366840,19,-2437.0,6170120000,13498,2021
420983,53,79501.0,6214302529,13256,2021
452436,7,0.0,6253642289,13659,2021
371702,27,1493.0,6173113733,13442,2021
363460,35,-12814.0,6167756483,13456,2021
421961,29,-12995.0,6215098191,13256,2021
366644,18,5958.0,6170027320,13371,2021
397966,33,-1670.0,6195541305,13552,2021
443677,15,2572.0,6244311954,13567,2021
430244,26,-26747.0,6222884987,13528,2021
437467,28,-4883.0,6234766662,13442,2021
386799,8,1240.0,6185102196,13498,2021
409958,25,896.0,6205416653,13443,2021
369988,5,75.0,6172099596,13442,2021
428412,31,-23333.0,6220958264,13442,2021
371545,16,1702.0,6172988058,13442,2021
415385,22,3043.0,6211704605,13442,2021
428562,16,-7636.0,6221058027,13442,2021
425481,20,4639.0,6217267440,13443,2021
446125,33,-4411.0,6247102890,13442,2021
439384,2,176.0,6236902586,13581,2021
424506,3,-23.0,6216713037,13256,2021
357858,41,-37222.0,6161565318,13371,2021
447376,25,2577.0,6248408533,13647,2021
378275,20,-974.0,6178161711,13498,2021
430050,27,13659.0,6222812593,13528,2021
378776,2,37.0,6178429324,13498,2021
426863,28,-16348.0,6219409499,13442,2021
446454,2,-4.0,6248086702,13499,2021
428226,21,-936.0,6220818133,13442,2021
360344,38,-14206.0,6164343951,13478,2021
364928,32,-6294.0,6168910510,13503,2021
381255,25,-11457.0,6180865534,13442,2021
449797,40,-434.0,6250692039,13659,2021
417634,2,-23.0,6212867029,13442,2021
376136,33,-523.0,6176376037,13442,2021
443276,15,-4963.0,6243541443,13442,2021
367377,9,-997.0,6170463343,13442,2021
422030,34,22646.0,6215130639,13256,2021
402182,16,-412.0,6199020220,13379,2021
408258,40,7489.0,6203561989,11912,2021
378244,33,-15630.0,6178148537,13379,2021
422591,36,13834.0,6215334749,13443,2021
367834,28,-9804.0,6170759302,13503,2021
450645,3,318.0,6251512105,13442,2021
379000,5,-21.0,6178591060,13430,2021
417827,7,160.0,6212924566,13587,2021
407019,24,-4845.0,6202595429,13552,2021
374805,22,12563.0,6175406503,13371,2021
373631,17,6226.0,6174382375,13498,2021
386588,5,1105.0,6184966845,13442,2021
432137,26,12458.0,6225184852,13442,2021
419606,5,415.0,6213850836,13256,2021
431926,31,7182.0,6225051773,13256,2021
368977,17,-2865.0,6171425597,13379,2021
378036,26,2462.0,6177749782,13379,2021
453015,31,24411.0,6254071401,13634,2021
372027,34,-6023.0,6173366796,13503,2021
369729,3,514.0,6171935152,13379,2021
389177,2,5.0,6187388816,13498,2021
358274,11,180.0,6162317965,13442,2021
353946,20,-1291.0,6156757915,13446,2021
406877,21,6815.0,6202508986,13552,2021
391149,10,-2905.0,6189584014,13442,2021
367504,29,-264.0,6170544115,13379,2021
428781,15,-1251.0,6221304141,13442,2021
376721,6,359.0,6176742788,13446,2021
399529,37,-9184.0,6196993285,13540,2021
404820,24,5793.0,6201094641,13552,2021
394006,34,5347.0,6192218556,13442,2021
418029,15,-1641.0,6212955073,13442,2021
355871,29,-13061.0,6159275207,13379,2021
452506,20,208.0,6253655862,13659,2021
449468,11,99.0,6250393455,13659,2021
376389,15,1340.0,6176526690,13379,2021
363739,29,-18604.0,6168115590,13442,2021
426881,4,305.0,6219447985,13256,2021
422643,5,246.0,6215409247,13442,2021
387504,8,1811.0,6185573086,13442,2021
435019,15,-1334.0,6230360606,13442,2021
367640,13,-2782.0,6170653444,13379,2021
414983,5,-58.0,6211464156,13587,2021
408966,8,663.0,6204343049,13379,2021
399533,41,-8826.0,6196993285,13540,2021
550039,8,856.0,6316947722,13690,2021
476476,25,-6242.0,6274901262,13442,2021
485706,28,-30251.0,6282876603,13742,2021
541047,30,31352.0,6310787523,13762,2021
467106,14,-1268.0,6266095897,13442,2021
545576,7,922.0,6313735791,13690,2021
538122,3,399.0,6308395353,13710,2021
547141,12,71.0,6315108007,13690,2021
553400,14,-7935.0,6319559917,13690,2021
535300,2,-80.0,6306287466,13682,2021
496492,22,-20727.0,6286115163,13714,2021
525037,9,92.0,6296038915,13690,2021
508068,13,3371.0,6289636943,13756,2021
545119,13,0.0,6313567471,13762,2021
455013,27,4366.0,6255861066,13442,2021
512261,8,627.0,6292507230,13753,2021
475860,24,-2363.0,6274354676,13442,2021
486670,37,-15415.0,6283038053,13622,2021
500804,12,13958.0,6288150778,13756,2021
544971,14,1548.0,6313525252,13690,2021
497841,22,-2062.0,6286399167,13714,2021
484812,27,2047.0,6282224358,13740,2021
477955,28,-21369.0,6276895278,13572,2021
465732,11,1899.0,6264785734,13659,2021
464207,12,-4365.0,6262922526,13442,2021
494836,30,-13742.0,6286007753,13714,2021
529329,21,-5954.0,6300490734,13690,2021
484301,9,-1566.0,6281898368,13740,2021
539483,27,14554.0,6309409265,13717,2021
514474,11,1585.0,6293080419,13725,2021
476309,22,8044.0,6274775055,13442,2021
466593,31,10741.0,6265724828,13622,2021
485870,45,-2918.0,6282889981,13742,2021
494594,4,-124.0,6285946734,13689,2021
521690,5,277.0,6294592934,13725,2021
460366,22,16283.0,6260468472,13647,2021
454356,47,39436.0,6255245153,13659,2021
464179,14,-2528.0,6262919130,13663,2021
520760,45,31743.0,6294530866,13725,2021
479677,36,-6268.0,6278382231,13572,2021
538971,10,2286.0,6309276062,13379,2021
550572,9,-2069.0,6317337308,13774,2021
495325,6,1382.0,6286014975,13714,2021
484296,4,-62.0,6281898368,13740,2021
528666,35,0.0,6300155259,13762,2021
552824,42,-44387.0,6318941015,13804,2021
521054,10,-889.0,6294551424,13725,2021
490118,17,-10039.0,6283450847,13740,2021
486515,11,-6004.0,6283019355,13647,2021
469691,15,1309.0,6268839550,13622,2021
494603,13,-792.0,6285946734,13689,2021
480177,3,45.0,6278775276,13676,2021
481979,17,1042.0,6280313462,13442,2021
462118,37,12166.0,6260934307,13442,2021
510367,10,2497.0,6291182341,13509,2021
529450,29,-22676.0,6300593281,13690,2021
508378,11,3356.0,6289748746,13690,2021
474085,6,1328.0,6272488773,13442,2021
532087,23,-19028.0,6303139133,13752,2021
553624,33,23367.0,6319627464,13762,2021
468778,34,-12103.0,6267771301,13379,2021
532168,26,13519.0,6303191331,13709,2021
457092,16,119.0,6258156472,13442,2021
466370,13,1075.0,6265492490,13659,2021
553746,17,-227.0,6319661467,13690,2021
518638,29,-13490.0,6294392205,13725,2021
518725,23,-3396.0,6294416435,13725,2021
535183,31,-21895.0,6306156176,13762,2021
461910,28,-15170.0,6260853437,13659,2021
545475,25,-1291.0,6313628215,13647,2021
477750,7,846.0,6276575555,13572,2021
509101,35,-20071.0,6290385931,13769,2021
544092,46,-864.0,6313005564,13713,2021
543651,14,-1664.0,6312542735,13709,2021
461554,25,-8988.0,6260728295,13442,2021
531633,24,12307.0,6302695512,13712,2021
493493,30,19581.0,6285115011,13647,2021
508559,29,17475.0,6289815471,13690,2021
523488,15,-685.0,6294882772,13725,2021
506167,30,-4855.0,6289237100,13714,2021
515639,20,345.0,6293918678,13752,2021
547776,29,10708.0,6315330332,13379,2021
463332,1,20.0,6262438767,13647,2021
550134,25,5191.0,6316978719,13774,2021
477135,8,-832.0,6275743758,13622,2021
504066,16,-9743.0,6289120286,13714,2021
454648,1,0.0,6255583598,13581,2021
475813,1,-48.0,6274344423,13442,2021
472076,18,-14841.0,6270721330,13622,2021
553212,27,12065.0,6319461725,13717,2021
506456,15,-603.0,6289258524,13714,2021
548879,8,-816.0,6316451616,13717,2021
530974,6,125.0,6302099017,13690,2021
535850,12,-505.0,6306638821,13717,2021
456326,11,-1182.0,6257471647,13659,2021
546550,6,-738.0,6314911533,13762,2021
501484,46,50322.0,6288205978,13756,2021
544339,20,5244.0,6313360036,13647,2021
517567,9,-2978.0,6294361280,13725,2021
505690,23,13260.0,6289195269,13714,2021
466573,11,656.0,6265724828,13622,2021
463734,14,5940.0,6262636403,13442,2021
549711,17,-12745.0,6316862615,13710,2021
509024,30,12070.0,6290309752,13379,2021
488497,46,-9210.0,6283229388,13647,2021
477843,5,-965.0,6276782849,13572,2021
489928,24,16357.0,6283446939,13756,2021
494247,29,6521.0,6285470664,13379,2021
497279,26,-10788.0,6286250878,13714,2021
523029,31,13297.0,6294765492,13725,2021
523867,13,5105.0,6295007310,13725,2021
503414,41,16829.0,6289115558,13714,2021
499343,27,5850.0,6287684141,13740,2021
523057,21,926.0,6294766212,13725,2021
468784,40,-5172.0,6267771301,13379,2021
531274,14,111.0,6302395409,13528,2021
484788,3,-142.0,6282224358,13740,2021
549863,13,4684.0,6316875635,13762,2021
531632,23,7667.0,6302695512,13712,2021
503636,17,16908.0,6289117616,13714,2021
500757,7,1316.0,6288150530,13756,2021
516335,49,0.0,6294160729,13690,2021
473516,31,2155.0,6272261394,13442,2021
550881,31,-17365.0,6317679015,13742,2021
553540,14,208.0,6319611298,13690,2021
543187,2,195.0,6312207970,13762,2021
508441,23,6757.0,6289757086,13690,2021
509750,23,-8760.0,6290967429,13768,2021
484578,28,16930.0,6282034676,13740,2021
495508,17,-5242.0,6286016143,13714,2021
527057,28,11466.0,6297963536,13710,2021
532860,27,4453.0,6303892898,13710,2021
514723,19,-6798.0,6293115290,13725,2021
546978,38,42092.0,6315049312,13762,2021
551815,12,-5516.0,6318337945,13690,2021
548948,37,6109.0,6316512446,13717,2021
454505,22,-2296.0,6255427386,13581,2021
508625,2,72.0,6289921806,13690,2021
479926,21,4929.0,6278652638,13676,2021
503506,25,12491.0,6289116594,13714,2021
548612,26,-3164.0,6315911914,13738,2021
502010,4,-125.0,6288310173,13756,2021
531923,11,-1837.0,6303039075,13762,2021
483349,37,7684.0,6281578279,13676,2021
548332,16,-3014.0,6315605703,13690,2021
496660,19,8397.0,6286149912,13714,2021
520283,3,257.0,6294483400,13725,2021
517295,11,-6298.0,6294359459,13725,2021
511135,36,-4892.0,6291904623,13528,2021
500334,15,-11685.0,6288145682,13756,2021
468400,47,-18595.0,6267575723,13659,2021
474333,24,-4245.0,6272721530,13379,2021
496130,4,605.0,6286097638,13714,2021
520482,3,490.0,6294508768,13725,2021
454463,8,-362.0,6255398678,13659,2021
551954,9,1068.0,6318408513,13690,2021
513772,12,1743.0,6292900419,13690,2021
487355,9,-927.0,6283126620,13647,2021
508083,3,-183.0,6289646533,13756,2021
540138,39,29374.0,6309811235,13379,2021
507790,29,5712.0,6289499779,13768,2021
463053,24,-10614.0,6262211249,13659,2021
531203,24,-6104.0,6302314959,13709,2021
495427,9,-3333.0,6286015837,13714,2021
469383,7,607.0,6268581039,13659,2021
531775,43,34220.0,6302948424,13717,2021
513672,27,9995.0,6292866550,13756,2021
478450,45,40670.0,6277317157,13676,2021
515133,2,-193.0,6293408192,13725,2021
534365,26,-2912.0,6305034541,13682,2021
528337,5,-402.0,6299709292,13528,2021
549800,12,-4199.0,6316867781,13717,2021
492812,23,-10473.0,6284798715,13742,2021
458779,34,-32232.0,6260272777,13659,2021
468383,30,-10015.0,6267575723,13659,2021
542905,18,-10400.0,6312135752,13690,2021
544521,6,-335.0,6313412960,13690,2021
471656,20,7719.0,6270521534,13442,2021
500995,5,-197.0,6288164017,13756,2021
543290,11,96.0,6312262557,13690,2021
455574,10,1922.0,6256529667,13442,2021
476784,30,10025.0,6275260006,13659,2021
518065,39,-25943.0,6294364770,13725,2021
536354,9,-2500.0,6306923616,13709,2021
453984,28,13650.0,6254838412,13528,2021
478154,28,4366.0,6277139429,13676,2021
483747,15,5314.0,6281755995,13690,2021
478142,16,218.0,6277139429,13676,2021
496074,10,10377.0,6286092991,13714,2021
519021,18,5921.0,6294434027,13725,2021
470576,20,1211.0,6269572063,13379,2021
489428,24,18954.0,6283353239,13690,2021
516633,7,196.0,6294298057,13753,2021
509754,27,-3612.0,6290967429,13768,2021
474070,26,-18318.0,6272487785,13442,2021
472502,29,17686.0,6271443282,13379,2021
472384,17,2304.0,6271124024,13379,2021
